"FilePath","Category","DirName","Lines","Sections","Name","Description","ArgumentHint","UserInvocable","HasAllowedTools","LargeTables_10plus","LargeLists_30plus","LargeText_30plus","HasLargeInline","CodeLangs","Images","RefCount","RefFileNames","HasEmptyRef","CacheLayerAnnotations","RefReadInFirst20pct","TitleMatchesName","IsGenreWrapper","HasGenreRoute"
"女频爱情\skills\女频爱情-章节创作闭环\SKILL.md","GenreWrapper","女频爱情-章节创作闭环","69","7","女频爱情-章节创作闭环","'用于【女频爱情】题材下的章节创作闭环任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-章节创作闭环`。'","'要跑哪一章或哪几章女频爱情创作闭环？默认按“写前控制→落稿→提纯→回炉”处理。'","false","False","0","0","0","False","","0","4","读者侧产物接线规则.md;控制卡入正文施工与回炉桥.md;题材章节创作闭环补充规则.md;阅读笔记与分章书评路径约定补充.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-管理连续性冷热线\SKILL.md","GenreWrapper","女频爱情-管理连续性冷热线","53","6","女频爱情-管理连续性冷热线","'用于【女频爱情】题材下的连续性与冷热线管理任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-管理连续性冷热线`。'","'要梳理哪几章女频爱情连续性与冷热线？默认按“旧关系、旧承诺、旧误解、旧伤口与回归窗口”处理。'","false","False","0","0","0","False","","0","1","题材连续性补充规则.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-组包投稿材料\SKILL.md","GenreWrapper","女频爱情-组包投稿材料","55","6","女频爱情-组包投稿材料","'用于【女频爱情】题材下的投稿材料组包任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-组包投稿材料`。'","'要组哪部女频爱情作品的投稿材料？默认按“分类效率、情绪卖点、成长承诺与材料完整度”处理。'","false","False","0","0","0","False","","0","2","起点内投材料落盘模板.md;题材投稿包补充规则.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计事件案件引擎\SKILL.md","GenreWrapper","女频爱情-设计事件案件引擎","55","6","女频爱情-设计事件案件引擎","'用于【女频爱情】题材下的事件引擎设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计事件案件引擎`。'","'要设计哪个女频爱情事件引擎？默认按“关系失衡、选择代价、情绪回报与主线供血”处理。'","false","False","0","0","0","False","","0","2","都市现实摩擦与单元事件供血规则.md;README.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计人物传记\SKILL.md","GenreWrapper","女频爱情-设计人物传记","57","6","女频爱情-设计人物传记","'用于【女频爱情】题材下的人物传记设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计人物传记`。'","'要设计哪份女频爱情人物传记？默认按“底色、棱角、软肋、关系功能与成长弧光”处理。'","false","False","0","0","0","False","","0","8","创新人物设计与心理弧线规范.md;创新性人物设计要点.md;内容一致性与风险校验.md;人物传记模板与写作抓手.md;三级大纲索引模板.md;三级大纲索引示例.md;心理弧线与索引规则.md;质量控制与验证流程.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计分卷大纲\SKILL.md","GenreWrapper","女频爱情-设计分卷大纲","66","7","女频爱情-设计分卷大纲","'用于【女频爱情】题材下的分卷大纲设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计分卷大纲`。'","'要设计或重写哪份女频爱情分卷大纲？默认按“卷级失衡、阶段回报、关系推进与追读节奏”处理。'","false","False","0","0","0","False","","0","4","分部模板.md;分部与分卷专属设计规则.md;分卷模板与章节工件.md;故事面供血分卷落地与首卷抓手.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计封面生图提示词\SKILL.md","GenreWrapper","女频爱情-设计封面生图提示词","53","6","女频爱情-设计封面生图提示词","'用于【女频爱情】题材下的封面生图提示词设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计封面生图提示词`。'","'要设计哪部女频爱情作品的封面提示词？默认按“人物辨识、关系氛围、情绪色调与平台展示”处理。'","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计总大纲\SKILL.md","GenreWrapper","女频爱情-设计总大纲","56","6","女频爱情-设计总大纲","'用于【女频爱情】题材下的总大纲设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计总大纲`。'","'要设计或重写哪份女频爱情总大纲？默认按“成长线优先、情绪承诺、关系长线与阶段兑现”处理。'","false","False","0","0","0","False","","0","3","故事面联动首卷承诺与平台闭环.md;总纲模板与验收.md;总纲专属设计规则.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计故事设定\SKILL.md","GenreWrapper","女频爱情-设计故事设定","107","7","女频爱情-设计故事设定","'用于【女频爱情】题材下的规则与故事设定设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计故事设定`。'","'要设计哪份女频爱情规则或设定？默认按“规则边界、情绪后果、身份压力与叙事可用性”处理。'","false","False","0","0","0","False","","0","3","创新性要素库.md;女频爱情设定规则与关系约束补丁.md;示例格式与验证流程.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计故事面\SKILL.md","GenreWrapper","女频爱情-设计故事面","62","7","女频爱情-设计故事面","'用于【女频爱情】题材下的故事面设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计故事面`。'","'要设计或重写哪个女频爱情故事面？默认按“情绪谜面、成长供血、关系推进与正文可拆性”处理。'","false","False","0","0","0","False","","0","1","都市议题与职业处境耦合清单.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计标题\SKILL.md","GenreWrapper","女频爱情-设计标题","67","7","女频爱情-设计标题","'用于【女频爱情】题材下的书名设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计标题`。'","'要设计哪部女频爱情作品的书名？默认按“情绪记忆点、关系张力、题材归类与平台吸附”处理。'","false","False","0","0","0","False","","0","2","各平台题材化书名补丁.md;题材书名补充规则.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计线索伏笔与回收台账\SKILL.md","GenreWrapper","女频爱情-设计线索伏笔与回收台账","55","6","女频爱情-设计线索伏笔与回收台账","'用于【女频爱情】题材下的线索伏笔与回收台账设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计线索伏笔与回收台账`。'","'要设计哪份女频爱情伏笔台账？默认按“情绪埋点、关系埋点、身份信息差与回收窗口”处理。'","false","False","0","0","0","False","","0","1","README.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-设计题材定位框架\SKILL.md","GenreWrapper","女频爱情-设计题材定位框架","75","8","女频爱情-设计题材定位框架","'用于【女频爱情】题材下的题材定位框架设计任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与现实共鸣边界，并明确要求优先强制加载并使用 `通用-设计题材定位框架`。'","'要设计或校准哪个女频爱情题材定位？默认按“读者承诺、情绪抓手、成长逻辑与关系模式”处理。'","false","False","0","0","0","False","","0","2","女频爱情定位与项目裁判源.md;题材边界与入口说明.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出GoodNovel版\SKILL.md","GenreWrapper","女频爱情-输出GoodNovel版","54","6","女频爱情-输出GoodNovel版","'用于【女频爱情】题材下的GoodNovel 英文输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出GoodNovel版`。保关系张力、情绪黏性、跨文化清晰度与持续追读意愿。'","'要把哪一章女频爱情改成GoodNovel版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出My Fiction版\SKILL.md","GenreWrapper","女频爱情-输出My Fiction版","54","6","女频爱情-输出My Fiction版","'用于【女频爱情】题材下的My Fiction 英文输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出My Fiction版`。保互动感、关系拉扯、情绪即时性与英文平台可读性。'","'要把哪一章女频爱情改成My Fiction版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出WebNovel版\SKILL.md","GenreWrapper","女频爱情-输出WebNovel版","54","6","女频爱情-输出WebNovel版","'用于【女频爱情】题材下的WebNovel 英文输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出WebNovel版`。保因果清晰、跨文化易读、移动端节奏与持续追更驱动。'","'要把哪一章女频爱情改成WebNovel版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出出版社版\SKILL.md","GenreWrapper","女频爱情-输出出版社版","54","6","女频爱情-输出出版社版","'用于【女频爱情】题材下的出版社风格输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出出版社版`。保结构完整、情绪克制、文句干净与审稿友好，不洗成失温说明稿。'","'要把哪一章女频爱情改成出版社版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出微信订阅号版\SKILL.md","GenreWrapper","女频爱情-输出微信订阅号版","54","6","女频爱情-输出微信订阅号版","'用于【女频爱情】题材下的微信订阅号平台输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出微信订阅号版`。保顺滑段落、熟人传播语感、情绪共鸣与章内微钩子，不洗成硬广式摘要。'","'要把哪一章女频爱情改成微信订阅号版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出番茄版\SKILL.md","GenreWrapper","女频爱情-输出番茄版","54","6","女频爱情-输出番茄版","'用于【女频爱情】题材下的番茄平台输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出番茄版`。保情绪钩子、强翻页感、快反馈与高密度回报，不洗成慢热散文稿。'","'要把哪一章女频爱情改成番茄版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出知乎版\SKILL.md","GenreWrapper","女频爱情-输出知乎版","54","6","女频爱情-输出知乎版","'用于【女频爱情】题材下的知乎平台输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出知乎版`。保情绪闭环、逻辑清晰、讨论感与当场反击的追读驱动，不洗成观点短文。'","'要把哪一章女频爱情改成知乎版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出豆瓣版\SKILL.md","GenreWrapper","女频爱情-输出豆瓣版","54","6","女频爱情-输出豆瓣版","'用于【女频爱情】题材下的豆瓣平台输出任务。作为题材包装层、兼容入口与路由层，负责保留女频爱情入口，补充情绪锚定、成长线优先、关系拉扯、柔爽感与平台节奏边界，并明确要求优先强制加载并使用 `通用-输出豆瓣版`。保真实女性处境、审美表达、细节余韵与克制爽感，不洗成空文艺稿。'","'要把哪一章女频爱情改成豆瓣版？默认按“保题材底盘，再按平台节奏拉开版本”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"女频爱情\skills\女频爱情-输出起点中文网版\SKILL.md","GenreWrapper","女频爱情-输出起点中文网版","48","6","女频爱情-输出起点中文网版","女频爱情题材的起点中文网版输出包装层。路由到 通用-输出起点中文网版，并叠加女频爱情题材专项补丁与禁行项。","要把哪一章输出为起点中文网版（女频爱情）？默认执行：加载通用-输出起点中文网版 + 题材补丁。","false","False","0","0","0","False","","0","0","","False","0","False","True","True","False"
"小说分发\分发-B站\SKILL.md","Distribution","分发-B站","387","17","分发-B站","用于将“B站/”目录内指定章节批量上传到 B 站创作中心并保存为草稿。支持按 README.md 读取账号、密码、作者笔名、小说名称与文集映射信息，自动执行登录、按新建/修改分流填写标题与正文、完成发布设置（原创声明/文集）并保存草稿，同时回写章节Id或待回填状态到分发记录。关键词：B站上传、专栏草稿、批量传章、原创声明、文集、保存为草稿。","给我 chapterPath 或 chapterPaths（位于“B站/”目录），我会按 README.md 的账号与书籍信息逐章上传并保存为草稿，同时回写章节Id或待回填状态。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-GoodNovel\SKILL.md","Distribution","分发-GoodNovel","432","16","分发-GoodNovel","用于将 `GoodNovel/` 目录内指定章节批量上传到 GoodNovel 作者后台并保存。支持按 `GoodNovel/README.md` 读取账号、密码、书籍Id、书名校验，自动进入新建/修改章节页、填写合并标题输入框、粘贴正文并保存。该平台无作者有话说入口、且无可稳定获取章节ID的接口，流程改用“章节唯一键 + 列表标题/状态快照”判定已上传与修改。关键词：GoodNovel 上传、章节保存、批量传章、无章节ID记录方案、英文平台。","给我 chapterPath 或 chapterPaths（位于 `GoodNovel/` 目录），我会按 `GoodNovel/README.md` 的账号与书籍信息逐章上传并保存；如需登录会暂停等待你手动完成。","true","False","0","0","0","False","","0","0","","False","0","False","False","False","False"
"小说分发\分发-My Fiction\SKILL.md","Distribution","分发-My Fiction","443","16","分发-My Fiction","用于将 `My Fiction/` 目录内指定章节批量上传到 My Fiction 作者后台并保存。支持按 `My Fiction/README.md` 读取账号、密码、书籍Id、书名与书籍信息校验，自动进入新建/修改章节页，填写单一章节标题输入框，录入正文与作者有话说，保存后循环处理下一章。关键词：My Fiction 上传、作者后台、章节保存、批量传章、作者有话说、英文平台。","给我 chapterPath 或 chapterPaths（位于 `My Fiction/` 目录），我会按 `My Fiction/README.md` 的账号与书籍信息逐章上传并保存，同时在需要登录时暂停等待你手动完成登录。","true","False","0","0","0","False","","0","0","","False","0","False","False","False","False"
"小说分发\分发-WebNovel\SKILL.md","Distribution","分发-WebNovel","517","17","分发-WebNovel","用于将 `WebNovel/` 目录内指定章节批量上传到 WebNovel（Inkstone）作者后台并保存。支持按 `WebNovel/README.md` 读取账号、密码、书籍Id、书名与卷名校验，自动进入新建/修改章节页，填写合并标题输入框，录入正文与作者有话说，保存后循环处理下一章。关键词：WebNovel 上传、Inkstone、章节保存、批量传章、作者有话说、章节编辑。","给我 chapterPath 或 chapterPaths（位于 `WebNovel/` 目录），我会按 `WebNovel/README.md` 的账号与书籍信息逐章上传并保存，同时在需要登录时暂停等待你手动完成登录。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-七猫小说\SKILL.md","Distribution","分发-七猫小说","511","16","分发-七猫小说","用于将“七猫小说/”目录内指定章节批量上传到七猫小说网写作后台并保存为草稿。支持按 README 读取账号、密码、七猫书籍 ID、书名校验，自动执行登录、章节信息填写、正文粘贴、作者有话说添加与存草稿循环。关键词：七猫上传、保存草稿、批量传章、七猫写作后台、作者有话说。","给我 chapterPath 或 chapterPaths（位于“七猫小说/”目录），我会按 README 的账号与书籍信息逐章上传并存草稿。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-今日头条\SKILL.md","Distribution","分发-今日头条","390","17","分发-今日头条","用于将""今日头条/""目录内指定章节批量上传到今日头条作者后台并保存为草稿。支持按 README.md 读取账号、密码、作者笔名、小说名称与书籍ID，自动执行登录、按新建/修改分流填写标题与正文、完成发布设置（声明首发/合集）。系统自动保存，无需手动点击保存按钮。关键词：今日头条上传、自动保存、批量传章、声明首发、合集、草稿。","给我 chapterPath 或 chapterPaths（位于""今日头条/""目录），我会按 README.md 的账号与书籍信息逐章上传并自动保存，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-小红书\SKILL.md","Distribution","分发-小红书","407","18","分发-小红书","用于将“小红书/”目录内指定章节批量上传到小红书创作者后台并暂存草稿。支持按 README.md 读取作者笔名、小说名称与合集映射信息，自动执行登录状态检查（需用户手动登录）、按新增/修改分流填写标题与正文并“暂存离开”，同时回写无章节Id场景下的草稿追踪记录。关键词：小红书上传、长文笔记、暂存离开、草稿箱、长文合集、批量传章。","给我 chapterPath 或 chapterPaths（位于“小红书/”目录），我会按 README.md 的书籍信息逐章上传并暂存离开，同时回写草稿追踪记录。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-微信订阅号\SKILL.md","Distribution","分发-微信订阅号","418","18","分发-微信订阅号","用于将“微信订阅号/”目录内指定章节批量上传到微信公众平台（订阅号）后台并保存为草稿。支持按 README.md 读取账号、密码、作者笔名、小说名称与微信书籍ID，自动执行登录、获取本次会话 token、按新建/修改分流填写标题与正文、完成文章设置（作者有话说/原创声明/合集）并保存草稿，同时回写文章Id到分发记录。关键词：微信订阅号上传、公众号发布、保存草稿、批量传章、原创声明、合集。","给我 chapterPath 或 chapterPaths（位于“微信订阅号/”目录），我会按 README.md 的账号与书籍信息逐章上传并保存草稿，同时回写文章Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-新浪微博\SKILL.md","Distribution","分发-新浪微博","374","17","分发-新浪微博","用于将""新浪微博/""目录内指定章节批量上传到新浪微博文章后台并保存草稿。支持按 README.md 读取账号、密码、作者笔名、小说名称与专栏映射信息，自动执行登录、按新建/修改分流填写标题与正文、完成专栏设置并保存草稿，同时回写章节Id到分发记录。关键词：新浪微博上传、文章草稿、批量传章、微博专栏、保存草稿。","给我 chapterPath 或 chapterPaths（位于""新浪微博/""目录），我会按 README.md 的账号与书籍信息逐章上传并保存草稿，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-番茄小说\SKILL.md","Distribution","分发-番茄小说","383","16","分发-番茄小说","用于将“番茄小说/”目录内指定章节批量上传到番茄小说网写作后台并保存为草稿。支持按 README.md 读取账号、密码、书籍ID、书名与卷名校验，自动执行登录、章节信息填写、正文粘贴、作者有话说添加与存草稿循环。关键词：番茄上传、保存草稿、批量传章、番茄写作后台、作者有话说。","给我 chapterPath 或 chapterPaths（位于“番茄小说/”目录），我会按 README.md 的账号与书籍信息逐章上传并存草稿。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-百度百家号\SKILL.md","Distribution","分发-百度百家号","475","17","分发-百度百家号","用于将“百度百家号/”目录内指定章节批量上传到百度百家号作者后台并保存为草稿。支持按 README.md 读取账号、密码、作者笔名、小说名称与百家号书籍ID，自动执行登录、按新建/修改分流填写标题与正文、完成基础信息必选项配置并保存草稿，同时回写章节Id到分发记录。关键词：百度百家号上传、保存草稿、批量传章、付费专栏、章节新建、章节修改。","给我 chapterPath 或 chapterPaths（位于“百度百家号/”目录），我会按 README.md 的账号与书籍信息逐章上传并保存草稿，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-知乎小说\SKILL.md","Distribution","分发-知乎小说","406","19","分发-知乎小说","用于将“知乎/”目录内指定章节批量上传到知乎作者后台并保存稿件。支持按 README.md 读取账号、密码、知乎书籍ID与书名校验，自动执行登录、进入作品管理、按新建/修改分流填写平台合规标题与正文、保存稿件，并回写章节Id到分发记录。关键词：知乎上传、保存稿件、批量传章、知乎作者后台、中长篇作品、增加小节。","给我 chapterPath 或 chapterPaths（位于“知乎/”目录），我会按 README.md 的账号与书籍信息逐章上传并保存稿件，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-纵横中文网\SKILL.md","Distribution","分发-纵横中文网","369","16","分发-纵横中文网","用于将“纵横小说/”目录内指定章节批量上传到纵横中文网作者后台并保存为草稿。支持按 README 读取账号、密码、纵横书籍 ID、书名校验，自动执行登录、新建/修改章节分流、填写“第X章 标题”合并标题、正文与作者有话说录入、保存草稿及章节Id回写。关键词：纵横上传、保存草稿、批量传章、纵横作者后台、作者有话说、章节Id回写。","给我 chapterPath 或 chapterPaths（位于“纵横小说/”目录），我会按 README 的账号与书籍信息逐章上传并保存草稿，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-豆瓣\SKILL.md","Distribution","分发-豆瓣","528","17","分发-豆瓣","用于将""豆瓣/""目录内指定章节批量上传到豆瓣阅读作者后台并保存为草稿。支持按 README.md 读取账号、密码、豆瓣书籍ID、书名与卷名校验，自动执行登录、章节信息填写、正文粘贴、作者的话添加与存草稿循环。关键词：豆瓣上传、保存草稿、批量传章、豆瓣作者后台、作者的话。","给我 chapterPath 或 chapterPaths（位于""豆瓣/""目录），我会按 README.md 的账号与书籍信息逐章上传并存草稿。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"小说分发\分发-起点中文网\SKILL.md","Distribution","分发-起点中文网","460","17","分发-起点中文网","用于将 `起点中文网/` 目录内指定章节批量上传到起点中文网作者后台并保存为草稿。支持按 `起点中文网/README.md` 读取账号、密码、起点书籍Id、书名与卷名校验，自动执行登录、进入新建/修改章节页、填写合并标题输入框、粘贴正文、添加作家的话、保存草稿，并在保存后从左侧章节列表反查章节Id并写回 `起点中文网/分发记录.md`。关键词：起点上传、起点中文网、保存草稿、批量传章、作家的话、章节Id回写。","给我 chapterPath 或 chapterPaths（位于 `起点中文网/` 目录），我会按 `起点中文网/README.md` 的账号与书籍信息逐章上传并保存草稿，同时回写章节Id。","true","False","1","0","0","True","","0","0","","False","0","False","False","False","False"
"异能志怪\skills\异能志怪-分析竞对作品\SKILL.md","GenreWrapper","异能志怪-分析竞对作品","93","10","异能志怪-分析竞对作品","""用于【异能志怪】题材下搜索起点中文网等目标平台的同题材 TopN 候选池，先锁定榜单与样本池，再从中收束 3–5 本主样本做四层深拆式竞对分析。作为题材包装层与路由层，负责保留异能志怪标准入口名，补充现实身份、异术机制、规则边界、代价、单元案供血与长线升级等题材维度，并明确要求优先强制加载并使用 `通用-分析竞对作品`。关键词：异能志怪竞对分析、异能志怪竞品分析、起点异能榜单、志怪标杆拆解、都市异术竞对报告。""","""请输入要服务的异能志怪项目、目标平台、TopN 的 N 值（默认 10）以及报告落盘目录；若未指定，默认以起点中文网为主，并先锁定 Top10 候选池，再收束 3–5 本主样本写入当前工作目录或 `异能志怪/竞对分析/`。""","false","False","0","0","0","False","","0","1","异能志怪竞对分析补充维度.md","False","0","False","True","True","False"
"异能志怪\skills\异能志怪-创建小说正文\SKILL.md","GenreWrapper","异能志怪-创建小说正文","97","13","异能志怪-创建小说正文","'创建异能志怪题材章节正文、作者有话说与章节后记。用于按分卷大纲、人物传记、设定与写作研究，直接新写、重写或扩写都市异术超能 / 志怪连载章节；作为题材包装层与路由层，负责保留异能志怪标准入口名，并要求生成的 `","'要写哪一章？默认同时考虑起点追读、城市现实针脚、规则代价、证据嵌入、章末钩子与文件直接回写。'","false","False","0","0","0","False","","0","3","控制卡到正文落稿映射清单.md;题材定位与硬约束.md;题材技法与样例.md","False","0","False","True","True","False"
"异能志怪\skills\异能志怪-去AI味重写\SKILL.md","GenreWrapper","异能志怪-去AI味重写","123","15","异能志怪-去AI味重写","'Use when: 去AI味、都市志怪去AI味、都市异能去AI味、真实性修订、现实针脚保护、职业感保护、规则术语保护、对话去模板化、章节自然化、避免洗平文风。用于【异能志怪】题材下的去AI味重写、表达去模板化与风格回地；作为题材包装层与路由层，负责保留异能志怪标准入口名，并明确要求优先强制加载并使用 `通用-去AI味重写`。'","'要处理哪一章、哪一场景或哪几段？默认以“保信息、保现实针脚、保规则边界、保人物声音”为硬约束。'","false","False","0","0","0","False","","0","8","角色声口与连载节奏保护.md;控制卡正文润色审阅到去AI味桥接清单.md;题材边界与入口说明.md;de-ai-revision-card-template.md;de-ai-urban-weird-checklist.md;line-level-rewrite-actions.md;migrated-authenticity-rules.md;profession-and-rule-term-preservation.md","False","0","False","True","True","False"
"异能志怪\skills\异能志怪-多平台小说适配\SKILL.md","GenreWrapper","异能志怪-多平台小说适配","41","5","异能志怪-多平台小说适配","'用于【异能志怪】题材下的多平台适配策略与改写前推演。作为题材包装层、兼容入口与路由层，负责保留异能志怪入口名、补充题材差异保真要求，并明确要求优先强制加载并使用 `通用-多平台小说适配`。'","'例如：把异能志怪母稿适配到起点、番茄、七猫、B站、WebNovel 等平台前先做策略拉开。'","false","False","0","0","0","False","","0","1","题材多平台适配补充规则.md","False","0","False","True","True","False"
"异能志怪\skills\异能志怪-多平台输出编排\SKILL.md","GenreWrapper","异能志怪-多平台输出编排","58","6","异能志怪-多平台输出编排","'用于【异能志怪】题材下的多平台输出 SOP 编排。作为题材包装层、兼容入口与路由层，负责保留异能志怪入口名，并明确要求优先强制加载并使用 `通用-多平台输出编排`，同时在多平台分发前先锁定母稿底盘与题材差异。'","'例如：把某章或连续多章输出到番茄、知乎、微信订阅号与 WebNovel，并自动落盘、质检与生成摘要。'","false","False","0","0","0","False","","0","1","题材多平台输出保真规则.md","False","0","False","True","True","False"
